Year,Car,Sale Type,Fuel Type,Transmission,Unit Price (USD),Units Sold,Revenue (USD),Budget
08-03-2020,Car2,Third Party,Diesel,Automatic,48446.87,3,145340.61,31005.9968
08-03-2020,Car3,Direct Sale,Diesel,Automatic,50992.28,3,152976.84,35694.596
08-03-2020,Car1,Third Party,Diesel,Manual,56853.17,1,56853.17,42639.8775
08-03-2020,Car3,Direct Sale,Diesel,Automatic,27274.2,5,136371,20455.65
08-03-2020,Car3,Pre Book,Diesel,Manual,76589.87,1,76589.87,52081.1116
08-03-2020,Car2,Pre Book,Petrol,Manual,67181.15,1,67181.15,44339.559
08-03-2020,Car1,Third Party,Petrol,Manual,81496.29,4,325985.16,48897.774
08-03-2020,Car3,Direct Sale,Petrol,Automatic,65220.2,4,260880.8,45001.938
08-03-2020,Car2,Pre Book,Petrol,Automatic,33550.52,1,33550.52,20801.3224
09-03-2020,Car1,Pre Book,Diesel,Manual,35231.22,2,70462.44,25366.4784
09-03-2020,Car2,Direct Sale,Diesel,Manual,61395.85,4,245583.4,39293.344
09-03-2020,Car3,Direct Sale,Diesel,Manual,28147.72,1,28147.72,19140.4496
09-03-2020,Car1,Third Party,Diesel,Manual,51116.2,3,153348.6,30669.72
09-03-2020,Car2,Direct Sale,Petrol,Automatic,81559.54,4,326238.16,55460.4872
09-03-2020,Car3,Third Party,Petrol,Automatic,50490.74,4,201962.96,32818.981
09-03-2020,Car1,Pre Book,Petrol,Automatic,48080.41,3,144241.23,36060.3075
09-03-2020,Car3,Direct Sale,Petrol,Manual,44112.74,4,176450.96,27791.0262
10-03-2020,Car3,Third Party,Diesel,Manual,63000.22,3,189000.66,40950.143
10-03-2020,Car2,Direct Sale,Diesel,Manual,52212.48,3,156637.44,37592.9856
10-03-2020,Car2,Third Party,Diesel,Manual,76952.93,3,230858.79,53097.5217
10-03-2020,Car2,Pre Book,Diesel,Manual,69720.46,3,209161.38,46015.5036
10-03-2020,Car3,Direct Sale,Petrol,Manual,26262.68,4,105050.72,16282.8616
10-03-2020,Car2,Pre Book,Petrol,Manual,55380.11,1,55380.11,33228.066
10-03-2020,Car2,Third Party,Petrol,Manual,76840.11,5,384200.55,46104.066
11-03-2020,Car1,Direct Sale,Diesel,Manual,43338.79,5,216693.95,30337.153
11-03-2020,Car1,Third Party,Diesel,Automatic,80749.9,2,161499.8,49257.439
11-03-2020,Car1,Pre Book,Diesel,Manual,48575.51,1,48575.51,32545.5917
11-03-2020,Car1,Direct Sale,Petrol,Automatic,23727.48,2,47454.96,17083.7856
11-03-2020,Car1,Third Party,Petrol,Automatic,15908.14,5,79540.7,10022.1282
11-03-2020,Car2,Pre Book,Petrol,Automatic,81181.23,4,324724.92,48708.738
12-03-2020,Car2,Direct Sale,Petrol,Automatic,31590.71,2,63181.42,21481.6828
12-03-2020,Car1,Third Party,Petrol,Manual,18450.2,1,18450.2,13653.148
12-03-2020,Car1,Direct Sale,Petrol,Automatic,46349.25,1,46349.25,28736.535
13-03-2020,Car1,Pre Book,Diesel,Automatic,34026.16,2,68052.32,23478.0504
13-03-2020,Car1,Direct Sale,Diesel,Automatic,79936.51,3,239809.53,56754.9221
13-03-2020,Car3,Third Party,Diesel,Automatic,79659.57,1,79659.57,53371.9119
14-03-2020,Car2,Direct Sale,Diesel,Automatic,87697.69,2,175395.38,56126.5216
14-03-2020,Car3,Direct Sale,Diesel,Automatic,73831.56,4,295326.24,55373.67
14-03-2020,Car3,Pre Book,Diesel,Manual,17291.21,3,51873.63,10374.726
14-03-2020,Car3,Third Party,Diesel,Automatic,62099.5,4,248398,40364.675
14-03-2020,Car3,Direct Sale,Petrol,Manual,28011.01,4,112044.04,19327.5969
15-03-2020,Car3,Direct Sale,Diesel,Automatic,16830.06,2,33660.12,12117.6432
15-03-2020,Car3,Third Party,Petrol,Automatic,48560.11,4,194240.44,30107.2682
15-03-2020,Car1,Direct Sale,Petrol,Manual,71970.86,1,71970.86,46061.3504
16-03-2020,Car2,Third Party,Diesel,Automatic,41149.95,4,164599.8,30450.963
16-03-2020,Car1,Pre Book,Diesel,Manual,19510.68,4,78042.72,12681.942
16-03-2020,Car2,Direct Sale,Diesel,Manual,66610.1,4,266440.4,43296.565
16-03-2020,Car3,Pre Book,Diesel,Manual,43620.9,3,130862.7,30098.421
16-03-2020,Car2,Third Party,Diesel,Manual,74588.67,4,298354.68,51466.1823
16-03-2020,Car3,Pre Book,Diesel,Manual,88094.39,4,352377.56,66070.7925
16-03-2020,Car1,Direct Sale,Petrol,Manual,28980.37,3,86941.11,19127.0442
16-03-2020,Car2,Direct Sale,Petrol,Manual,48731.56,2,97463.12,35574.0388
17-03-2020,Car1,Pre Book,Diesel,Automatic,61596.93,1,61596.93,36958.158
18-03-2020,Car3,Third Party,Diesel,Manual,82111.25,4,328445,59941.2125
18-03-2020,Car3,Third Party,Diesel,Manual,50510.38,1,50510.38,33841.9546
18-03-2020,Car2,Pre Book,Petrol,Automatic,88077.92,2,176155.84,63416.1024
18-03-2020,Car2,Third Party,Petrol,Automatic,19338.2,1,19338.2,13536.74
18-03-2020,Car1,Direct Sale,Petrol,Manual,27352.98,4,109411.92,19147.086
19-03-2020,Car1,Pre Book,Diesel,Automatic,45622.98,4,182491.92,34217.235
19-03-2020,Car2,Third Party,Diesel,Automatic,44928.45,3,134785.35,31449.915
20-03-2020,Car2,Pre Book,Diesel,Manual,54431.72,3,163295.16,37013.5696
20-03-2020,Car2,Pre Book,Petrol,Manual,41442.66,3,124327.98,30253.1418
20-03-2020,Car1,Pre Book,Petrol,Automatic,17971.41,3,53914.23,12579.987
21-03-2020,Car3,Pre Book,Diesel,Automatic,41204.02,5,206020.1,26782.613
21-03-2020,Car1,Direct Sale,Diesel,Manual,38386.21,4,153544.84,27638.0712
21-03-2020,Car2,Direct Sale,Diesel,Automatic,50938.74,3,152816.22,31582.0188
21-03-2020,Car1,Direct Sale,Diesel,Manual,35396.23,2,70792.46,25485.2856
21-03-2020,Car1,Pre Book,Petrol,Automatic,22379.67,2,44759.34,13875.3954
21-03-2020,Car3,Pre Book,Petrol,Manual,69386.68,5,346933.4,51346.1432
21-03-2020,Car3,Direct Sale,Petrol,Manual,29913.18,3,89739.54,22434.885
21-03-2020,Car3,Direct Sale,Petrol,Automatic,78365.65,2,156731.3,47019.39
21-03-2020,Car1,Third Party,Petrol,Automatic,74187.84,5,370939.2,45254.5824
22-03-2020,Car3,Third Party,Diesel,Manual,62157.36,4,248629.44,37915.9896
22-03-2020,Car2,Third Party,Diesel,Manual,76377.72,4,305510.88,53464.404
22-03-2020,Car2,Third Party,Diesel,Manual,46368.23,2,92736.46,32921.4433
22-03-2020,Car1,Direct Sale,Diesel,Automatic,34074.15,3,102222.45,25555.6125
22-03-2020,Car3,Pre Book,Petrol,Manual,54356.73,4,217426.92,34244.7399
22-03-2020,Car1,Pre Book,Petrol,Automatic,86185.93,4,344743.72,52573.4173
22-03-2020,Car2,Pre Book,Petrol,Automatic,47922.86,2,95845.72,34983.6878
22-03-2020,Car2,Pre Book,Petrol,Automatic,62170.71,5,310853.55,38545.8402
23-03-2020,Car1,Third Party,Diesel,Manual,86280.86,4,345123.44,57808.1762
23-03-2020,Car3,Third Party,Diesel,Automatic,44148.96,2,88297.92,28255.3344
23-03-2020,Car2,Direct Sale,Diesel,Automatic,56014.47,5,280072.35,38089.8396
24-03-2020,Car2,Direct Sale,Diesel,Manual,68928.44,3,206785.32,50317.7612
24-03-2020,Car3,Third Party,Diesel,Manual,44112.43,4,176449.72,32202.0739
24-03-2020,Car3,Pre Book,Petrol,Manual,44787.29,1,44787.29,33590.4675
24-03-2020,Car1,Pre Book,Petrol,Automatic,66034.25,2,132068.5,44903.29
25-03-2020,Car3,Third Party,Petrol,Automatic,69768.46,1,69768.46,48140.2374
25-03-2020,Car3,Direct Sale,Petrol,Manual,21064,3,63192,15166.08
25-03-2020,Car2,Pre Book,Petrol,Manual,82988.53,3,248965.59,52282.7739
25-03-2020,Car2,Direct Sale,Petrol,Manual,31542.08,1,31542.08,20186.9312
26-03-2020,Car1,Direct Sale,Diesel,Automatic,28726.16,1,28726.16,20108.312
26-03-2020,Car1,Direct Sale,Diesel,Automatic,22910.53,4,91642.12,16266.4763
26-03-2020,Car3,Direct Sale,Petrol,Automatic,24955.91,2,49911.82,15722.2233
27-03-2020,Car1,Pre Book,Diesel,Automatic,79224.32,1,79224.32,57833.7536
27-03-2020,Car3,Pre Book,Diesel,Manual,86435.03,3,259305.09,57047.1198
27-03-2020,Car3,Direct Sale,Petrol,Manual,83089.96,1,83089.96,55670.2732
27-03-2020,Car3,Pre Book,Petrol,Manual,66443.35,4,265773.4,41859.3105
27-03-2020,Car1,Third Party,Petrol,Automatic,72233.13,2,144466.26,43339.878
27-03-2020,Car3,Pre Book,Petrol,Manual,86254.65,4,345018.6,59515.7085
27-03-2020,Car1,Direct Sale,Petrol,Manual,68819.83,1,68819.83,48173.881
28-03-2020,Car2,Pre Book,Diesel,Automatic,39678.85,1,39678.85,26584.8295
28-03-2020,Car1,Direct Sale,Diesel,Automatic,86273.46,5,431367.3,56077.749
28-03-2020,Car2,Third Party,Diesel,Manual,76228.93,4,304915.72,54122.5403
28-03-2020,Car2,Direct Sale,Petrol,Manual,39240.22,1,39240.22,25506.143
28-03-2020,Car2,Pre Book,Petrol,Automatic,52697.78,4,210791.12,39523.335
28-03-2020,Car1,Third Party,Petrol,Automatic,25445.41,5,127227.05,15776.1542
28-03-2020,Car3,Third Party,Petrol,Automatic,25443.4,4,101773.6,16029.342
01-04-2020,Car3,Pre Book,Diesel,Manual,69815.06,1,69815.06,41889.036
01-04-2020,Car3,Direct Sale,Diesel,Manual,16769.62,3,50308.86,12074.1264
01-04-2020,Car2,Pre Book,Diesel,Manual,69673.58,1,69673.58,43894.3554
01-04-2020,Car3,Direct Sale,Diesel,Automatic,46632.2,5,233161,31709.896
01-04-2020,Car1,Direct Sale,Petrol,Manual,87162.94,4,348651.76,57527.5404
01-04-2020,Car2,Pre Book,Petrol,Automatic,86855.51,1,86855.51,57324.6366
01-04-2020,Car3,Direct Sale,Petrol,Automatic,54204.96,2,108409.92,40653.72
02-04-2020,Car1,Third Party,Diesel,Automatic,57399.77,3,172199.31,43049.8275
02-04-2020,Car2,Direct Sale,Diesel,Manual,76608.05,2,153216.1,50561.313
02-04-2020,Car1,Pre Book,Diesel,Manual,77166.25,1,77166.25,54788.0375
02-04-2020,Car2,Direct Sale,Diesel,Manual,83831.44,4,335325.76,60358.6368
02-04-2020,Car2,Pre Book,Petrol,Automatic,52362.39,3,157087.17,38224.5447
03-04-2020,Car2,Pre Book,Diesel,Manual,18896.74,1,18896.74,11715.9788
03-04-2020,Car1,Third Party,Petrol,Automatic,72184.4,3,216553.2,49085.392
03-04-2020,Car2,Pre Book,Petrol,Automatic,63292.82,2,126585.64,47469.615
03-04-2020,Car2,Direct Sale,Petrol,Manual,88473.5,3,265420.5,55738.305
03-04-2020,Car1,Direct Sale,Petrol,Manual,53539.08,1,53539.08,39618.9192
04-04-2020,Car1,Direct Sale,Diesel,Automatic,54182.59,1,54182.59,34676.8576
04-04-2020,Car2,Pre Book,Diesel,Manual,75263.86,2,150527.72,53437.3406
04-04-2020,Car1,Direct Sale,Petrol,Manual,45655.06,4,182620.24,30132.3396
05-04-2020,Car3,Direct Sale,Diesel,Automatic,43514.67,2,87029.34,27849.3888
05-04-2020,Car1,Direct Sale,Petrol,Automatic,43984.56,5,219922.8,32988.42
06-04-2020,Car3,Direct Sale,Diesel,Automatic,88634.9,1,88634.9,62930.779
06-04-2020,Car1,Direct Sale,Diesel,Manual,30524.44,5,152622.2,21672.3524
06-04-2020,Car3,Pre Book,Petrol,Automatic,59763.21,2,119526.42,36455.5581
06-04-2020,Car2,Third Party,Petrol,Automatic,62889.45,3,188668.35,46538.193
06-04-2020,Car1,Third Party,Petrol,Manual,26367.7,4,105470.8,17930.036
06-04-2020,Car3,Third Party,Petrol,Manual,39225.84,4,156903.36,25104.5376
06-04-2020,Car3,Third Party,Petrol,Manual,29963.02,4,119852.08,20374.8536
06-04-2020,Car2,Pre Book,Petrol,Automatic,60796.5,5,303982.5,38909.76
06-04-2020,Car1,Direct Sale,Petrol,Automatic,82307.28,2,164614.56,54322.8048
06-04-2020,Car1,Direct Sale,Petrol,Automatic,30982.85,1,30982.85,21068.338
06-04-2020,Car3,Direct Sale,Petrol,Manual,43072.26,2,86144.52,26704.8012
07-04-2020,Car1,Direct Sale,Diesel,Automatic,72252.33,5,361261.65,53466.7242
07-04-2020,Car1,Third Party,Diesel,Manual,84065.43,5,420327.15,59686.4553
07-04-2020,Car2,Third Party,Diesel,Automatic,30463.96,3,91391.88,21324.772
07-04-2020,Car3,Direct Sale,Diesel,Automatic,47275.29,1,47275.29,30256.1856
07-04-2020,Car1,Pre Book,Petrol,Automatic,49919.85,5,249599.25,36441.4905
07-04-2020,Car1,Direct Sale,Petrol,Automatic,39910.98,3,119732.94,29534.1252
08-04-2020,Car2,Direct Sale,Diesel,Manual,41119.16,1,41119.16,30428.1784
08-04-2020,Car2,Third Party,Diesel,Manual,79649.02,3,238947.06,47789.412
08-04-2020,Car2,Third Party,Diesel,Manual,60083.63,3,180250.89,37852.6869
08-04-2020,Car2,Direct Sale,Diesel,Automatic,33162,5,165810,21223.68
08-04-2020,Car2,Pre Book,Petrol,Automatic,56830.67,1,56830.67,34098.402
08-04-2020,Car1,Pre Book,Petrol,Manual,63086.07,3,189258.21,47314.5525
08-04-2020,Car1,Direct Sale,Petrol,Automatic,83260.1,1,83260.1,57449.469
09-04-2020,Car3,Third Party,Diesel,Automatic,39325.88,4,157303.52,25168.5632
09-04-2020,Car1,Third Party,Diesel,Manual,78359.21,4,313436.84,48582.7102
09-04-2020,Car1,Third Party,Diesel,Automatic,59535.19,4,238140.76,35721.114
09-04-2020,Car3,Pre Book,Petrol,Automatic,89747.76,5,448738.8,60130.9992
09-04-2020,Car2,Third Party,Petrol,Automatic,84329.71,2,168659.42,62403.9854
09-04-2020,Car1,Pre Book,Petrol,Manual,23095.78,5,115478.9,14550.3414
09-04-2020,Car3,Direct Sale,Petrol,Manual,37719.82,5,188599.1,22631.892
10-04-2020,Car2,Third Party,Diesel,Automatic,29578.5,3,88735.5,18634.455
10-04-2020,Car2,Pre Book,Diesel,Manual,35163.51,2,70327.02,21449.7411
10-04-2020,Car3,Third Party,Diesel,Manual,73537.18,3,220611.54,54417.5132
10-04-2020,Car3,Third Party,Petrol,Manual,73679.12,3,221037.36,50101.8016
11-04-2020,Car3,Direct Sale,Diesel,Manual,36283.19,4,145132.76,26486.7287
11-04-2020,Car1,Third Party,Diesel,Manual,54254.32,5,271271.6,34722.7648
11-04-2020,Car1,Direct Sale,Petrol,Manual,48996.66,2,97993.32,36747.495
12-04-2020,Car2,Pre Book,Diesel,Automatic,76984.31,5,384921.55,57738.2325
12-04-2020,Car1,Direct Sale,Diesel,Automatic,88588.96,1,88588.96,55811.0448
12-04-2020,Car2,Direct Sale,Diesel,Manual,64725.55,5,323627.75,42071.6075
12-04-2020,Car3,Pre Book,Diesel,Manual,17525.19,3,52575.57,11040.8697
12-04-2020,Car1,Direct Sale,Petrol,Automatic,85771.19,5,428855.95,57466.6973
12-04-2020,Car1,Pre Book,Petrol,Manual,55765.37,2,111530.74,40708.7201
12-04-2020,Car1,Third Party,Petrol,Automatic,40683.6,4,162734.4,26444.34
12-04-2020,Car1,Direct Sale,Petrol,Manual,34496.24,3,103488.72,22767.5184
13-04-2020,Car3,Direct Sale,Diesel,Manual,21786.13,1,21786.13,13943.1232
13-04-2020,Car1,Direct Sale,Diesel,Automatic,75356.48,5,376782.4,53503.1008
14-04-2020,Car1,Pre Book,Diesel,Automatic,59871.45,1,59871.45,38317.728
14-04-2020,Car1,Third Party,Diesel,Automatic,61877.19,2,123754.38,43932.8049
14-04-2020,Car2,Pre Book,Diesel,Manual,75261.07,1,75261.07,54940.5811
14-04-2020,Car2,Pre Book,Diesel,Manual,45310.52,4,181242.08,30358.0484
15-04-2020,Car1,Direct Sale,Petrol,Automatic,50869.15,2,101738.3,30521.49
15-04-2020,Car3,Pre Book,Petrol,Automatic,58663.74,1,58663.74,37544.7936
15-04-2020,Car1,Pre Book,Petrol,Automatic,45323.91,5,226619.55,30820.2588
15-04-2020,Car3,Direct Sale,Petrol,Automatic,82914.36,5,414571.8,62185.77
16-04-2020,Car3,Pre Book,Diesel,Manual,78856.87,2,157713.74,54411.2403
16-04-2020,Car2,Direct Sale,Diesel,Manual,30351.01,5,151755.05,19424.6464
16-04-2020,Car3,Direct Sale,Diesel,Automatic,28352.7,4,113410.8,18145.728
16-04-2020,Car2,Direct Sale,Diesel,Manual,35043.95,1,35043.95,22077.6885
17-04-2020,Car3,Pre Book,Diesel,Manual,16823.7,1,16823.7,11440.116
17-04-2020,Car1,Third Party,Diesel,Manual,70240.14,5,351200.7,51275.3022
17-04-2020,Car3,Third Party,Diesel,Manual,80112.06,4,320448.24,50470.5978
17-04-2020,Car1,Pre Book,Diesel,Automatic,36527.86,3,109583.58,22281.9946
17-04-2020,Car2,Direct Sale,Petrol,Automatic,62348.07,4,249392.28,39902.7648
17-04-2020,Car1,Direct Sale,Petrol,Automatic,70394.81,4,281579.24,45052.6784
17-04-2020,Car2,Third Party,Petrol,Manual,33326.49,3,99979.47,21995.4834
18-04-2020,Car1,Pre Book,Diesel,Manual,51995.76,4,207983.04,34837.1592
18-04-2020,Car2,Third Party,Diesel,Automatic,71838.46,1,71838.46,51005.3066
18-04-2020,Car1,Direct Sale,Petrol,Manual,19670.48,4,78681.92,11802.288
18-04-2020,Car3,Pre Book,Petrol,Manual,86795.27,5,433976.35,52077.162
19-04-2020,Car3,Pre Book,Diesel,Automatic,55783.42,5,278917.1,38490.5598
19-04-2020,Car1,Third Party,Diesel,Automatic,51265.92,1,51265.92,35373.4848
19-04-2020,Car2,Third Party,Diesel,Automatic,43191.62,4,172766.48,26346.8882
19-04-2020,Car3,Pre Book,Petrol,Automatic,26343.51,4,105374.04,19757.6325
19-04-2020,Car3,Third Party,Petrol,Manual,17225.12,3,51675.36,12057.584
20-04-2020,Car3,Pre Book,Diesel,Manual,48114.79,5,240573.95,35123.7967
20-04-2020,Car3,Direct Sale,Petrol,Automatic,33142.04,1,33142.04,23199.428
21-04-2020,Car2,Third Party,Diesel,Automatic,32967.14,2,65934.28,24725.355
21-04-2020,Car2,Third Party,Diesel,Automatic,66603.33,5,333016.65,45956.2977
21-04-2020,Car3,Direct Sale,Petrol,Manual,76784.28,4,307137.12,52981.1532
22-04-2020,Car1,Direct Sale,Diesel,Manual,58473.75,3,175421.25,35668.9875
22-04-2020,Car1,Pre Book,Petrol,Automatic,49435.18,2,98870.36,30649.8116
23-04-2020,Car3,Pre Book,Diesel,Automatic,24803.28,4,99213.12,14881.968
23-04-2020,Car3,Direct Sale,Diesel,Manual,30399.97,1,30399.97,22191.9781
23-04-2020,Car2,Direct Sale,Diesel,Manual,27471.25,3,82413.75,17032.175
23-04-2020,Car3,Direct Sale,Petrol,Manual,42856.65,1,42856.65,27856.8225
23-04-2020,Car2,Direct Sale,Petrol,Automatic,69933.65,3,209800.95,46156.209
23-04-2020,Car2,Third Party,Petrol,Automatic,36961.65,2,73923.3,26242.7715
23-04-2020,Car2,Third Party,Petrol,Manual,84478.7,2,168957.4,54066.368
24-04-2020,Car2,Third Party,Diesel,Automatic,79376.91,4,317507.64,52388.7606
24-04-2020,Car2,Third Party,Diesel,Manual,30742.92,3,92228.76,19060.6104
24-04-2020,Car2,Pre Book,Diesel,Automatic,42232.56,3,126697.68,26606.5128
24-04-2020,Car1,Pre Book,Diesel,Automatic,54831.4,4,219325.6,36188.724
24-04-2020,Car3,Third Party,Petrol,Automatic,27030.01,5,135150.05,18650.7069
24-04-2020,Car2,Direct Sale,Petrol,Automatic,75071.2,4,300284.8,54051.264
24-04-2020,Car1,Third Party,Petrol,Manual,62482.35,5,312411.75,39363.8805
24-04-2020,Car3,Third Party,Petrol,Automatic,86198.01,5,430990.05,60338.607
24-04-2020,Car1,Direct Sale,Petrol,Manual,52586.47,1,52586.47,38913.9878
24-04-2020,Car2,Third Party,Petrol,Manual,53416.64,5,267083.2,36857.4816
24-04-2020,Car1,Direct Sale,Petrol,Automatic,57373.83,2,114747.66,36145.5129
24-04-2020,Car3,Pre Book,Petrol,Automatic,79284.72,5,396423.6,52327.9152
25-04-2020,Car2,Pre Book,Diesel,Manual,44657.57,3,133972.71,33046.6018
25-04-2020,Car1,Direct Sale,Diesel,Manual,28827.82,5,144139.1,18738.083
25-04-2020,Car1,Direct Sale,Petrol,Manual,56631.37,3,169894.11,41340.9001
26-04-2020,Car3,Third Party,Diesel,Automatic,87513.41,3,262540.23,56883.7165
26-04-2020,Car2,Third Party,Petrol,Manual,40881.2,2,81762.4,28616.84
26-04-2020,Car1,Pre Book,Petrol,Automatic,49424.17,4,197696.68,32125.7105
26-04-2020,Car3,Direct Sale,Petrol,Manual,59805.98,4,239223.92,44854.485
26-04-2020,Car2,Third Party,Petrol,Automatic,41227.74,3,123683.22,28859.418
27-04-2020,Car2,Direct Sale,Diesel,Manual,71996.66,2,143993.32,48957.7288
27-04-2020,Car2,Third Party,Diesel,Manual,31846.17,1,31846.17,21655.3956
27-04-2020,Car1,Direct Sale,Diesel,Automatic,59724.11,4,238896.44,36431.7071
27-04-2020,Car1,Direct Sale,Diesel,Automatic,69428.96,1,69428.96,49988.8512
28-04-2020,Car3,Third Party,Diesel,Automatic,72270.43,1,72270.43,52757.4139
28-04-2020,Car2,Direct Sale,Diesel,Automatic,69211.07,1,69211.07,41526.642
28-04-2020,Car3,Pre Book,Diesel,Manual,79363.28,4,317453.12,58728.8272
28-04-2020,Car2,Third Party,Diesel,Automatic,22128.98,3,66386.94,15047.7064
28-04-2020,Car2,Pre Book,Petrol,Manual,43566.81,3,130700.43,27882.7584
28-04-2020,Car1,Pre Book,Petrol,Automatic,41567.72,3,124703.16,25771.9864
28-04-2020,Car1,Direct Sale,Petrol,Manual,42678.98,3,128036.94,28594.9166
28-04-2020,Car2,Direct Sale,Petrol,Automatic,86183.41,2,172366.82,61190.2211
01-05-2020,Car3,Pre Book,Diesel,Manual,29643.22,5,148216.1,19268.093
01-05-2020,Car3,Direct Sale,Petrol,Manual,35008.58,2,70017.16,24506.006
01-05-2020,Car1,Direct Sale,Petrol,Automatic,48769.07,1,48769.07,29261.442
01-05-2020,Car2,Third Party,Petrol,Automatic,77984.16,5,389920.8,46790.496
01-05-2020,Car2,Pre Book,Petrol,Manual,26125.74,5,130628.7,16720.4736
01-05-2020,Car2,Third Party,Petrol,Manual,76405.13,5,382025.65,49663.3345
02-05-2020,Car1,Direct Sale,Diesel,Manual,46111.46,1,46111.46,30433.5636
02-05-2020,Car3,Third Party,Diesel,Manual,65169.3,1,65169.3,45618.51
02-05-2020,Car1,Direct Sale,Diesel,Automatic,21641.67,1,21641.67,14283.5022
02-05-2020,Car2,Direct Sale,Petrol,Manual,74084.24,2,148168.48,54822.3376
02-05-2020,Car1,Pre Book,Petrol,Automatic,21657.55,5,108287.75,15160.285
03-05-2020,Car3,Third Party,Diesel,Automatic,32204.61,4,128818.44,21577.0887
03-05-2020,Car3,Pre Book,Diesel,Manual,56153.65,5,280768.25,38184.482
03-05-2020,Car3,Pre Book,Diesel,Automatic,63443.79,2,126887.58,45679.5288
03-05-2020,Car3,Third Party,Diesel,Automatic,70233.32,1,70233.32,51270.3236
03-05-2020,Car1,Pre Book,Diesel,Automatic,37011.66,1,37011.66,23317.3458
03-05-2020,Car1,Direct Sale,Petrol,Manual,47551.45,2,95102.9,35188.073
03-05-2020,Car1,Direct Sale,Petrol,Automatic,38356,4,153424,24931.4
04-05-2020,Car1,Direct Sale,Diesel,Automatic,19763.39,1,19763.39,13439.1052
04-05-2020,Car3,Direct Sale,Diesel,Automatic,75714.75,3,227144.25,45428.85
04-05-2020,Car3,Direct Sale,Diesel,Manual,22894.44,1,22894.44,16712.9412
04-05-2020,Car1,Direct Sale,Petrol,Automatic,49275.02,4,197100.08,36463.5148
04-05-2020,Car2,Pre Book,Petrol,Automatic,17514.93,2,35029.86,12085.3017
04-05-2020,Car1,Pre Book,Petrol,Manual,28462.3,5,142311.5,19354.364
05-05-2020,Car2,Third Party,Diesel,Manual,88389.41,3,265168.23,66292.0575
05-05-2020,Car1,Pre Book,Diesel,Automatic,29018.58,4,116074.32,21473.7492
05-05-2020,Car3,Direct Sale,Diesel,Manual,75368.01,4,301472.04,52003.9269
05-05-2020,Car3,Pre Book,Diesel,Automatic,54544.89,4,218179.56,38726.8719
06-05-2020,Car1,Third Party,Diesel,Automatic,84816.55,1,84816.55,57675.254
06-05-2020,Car2,Third Party,Diesel,Automatic,59858.45,5,299292.25,37710.8235
07-05-2020,Car2,Third Party,Diesel,Automatic,55690.52,3,167071.56,38426.4588
07-05-2020,Car1,Direct Sale,Diesel,Automatic,42798.16,4,171192.64,30386.6936
07-05-2020,Car3,Pre Book,Diesel,Automatic,79913.03,1,79913.03,56738.2513
07-05-2020,Car1,Third Party,Diesel,Automatic,83613.44,1,83613.44,56857.1392
07-05-2020,Car1,Pre Book,Diesel,Automatic,28341.61,3,85024.83,20122.5431
07-05-2020,Car1,Third Party,Diesel,Manual,61193.39,2,122386.78,44671.1747
07-05-2020,Car2,Pre Book,Diesel,Automatic,68420.29,5,342101.45,48578.4059
07-05-2020,Car2,Pre Book,Diesel,Automatic,54426.76,5,272133.8,38642.9996
